date,blankenstein,hölle,hof,kautendorf,oberkotzau,rehau,weißdorf
16.09.2012,2.16,0.69,1.14,0.06,0.9,0.9,0.17
17.09.2012,2.16,0.66,1.07,0.06,0.84,0.84,0.17
18.09.2012,2,0.64,1.06,0.04,0.87,0.87,0.17
19.09.2012,3.19,0.99,1.25,0.08,1.01,1.01,0.18
20.09.2012,2.72,0.76,1.37,0.09,0.95,0.95,0.19
21.09.2012,2.33,0.68,1.19,0.06,0.87,0.87,0.18
22.09.2012,2.33,0.69,1.06,0.05,0.87,0.87,0.17
23.09.2012,2.33,0.65,1.2,0.06,0.91,0.91,0.17
24.09.2012,2.16,0.67,1.19,0.06,0.86,0.86,0.17
25.09.2012,2.33,0.76,1.17,0.08,0.88,0.88,0.17
26.09.2012,2.33,0.77,1.11,0.07,0.86,0.86,0.16
27.09.2012,4.02,1.4,2.06,0.16,1.23,1.23,0.27
28.09.2012,4.97,1.24,2.13,0.23,1.46,1.46,0.3
29.09.2012,3.19,0.93,1.69,0.14,1.19,1.19,0.22
30.09.2012,2.52,0.8,1.51,0.09,0.98,0.98,0.22
01.10.2012,2.33,0.79,1.35,0.08,0.96,0.96,0.19
02.10.2012,2.33,0.71,1.17,0.08,0.94,0.94,0.19
03.10.2012,2.33,0.71,1.27,0.08,1.01,1.01,0.18
04.10.2012,2.52,0.94,1.37,0.07,1.02,1.02,0.18
05.10.2012,3.73,1.14,1.7,0.12,1.18,1.18,0.22
06.10.2012,3.19,0.95,1.49,0.09,1.05,1.05,0.21
07.10.2012,8.51,2.72,3.57,0.28,2.72,2.72,0.78
08.10.2012,7.61,1.67,3.34,0.32,2.06,2.06,0.4
09.10.2012,4.97,1.22,2.23,0.18,1.3,1.3,0.27
10.10.2012,3.73,1.04,1.76,0.14,1.24,1.24,0.22
11.10.2012,3.19,1.01,1.59,0.13,1.18,1.18,0.21
12.10.2012,2.95,1.02,1.52,0.12,1.09,1.09,0.21
13.10.2012,3.19,1.05,1.62,0.14,1.17,1.17,0.26
14.10.2012,2.95,0.94,1.63,0.11,1.1,1.1,0.21
15.10.2012,2.72,0.87,1.68,0.09,1,1,0.19
16.10.2012,2.95,0.87,1.82,0.1,0.98,0.98,0.19
17.10.2012,2.72,0.8,1.82,0.08,0.95,0.95,0.18
18.10.2012,2.72,0.79,1.8,0.08,0.94,0.94,0.17
19.10.2012,2.72,0.81,1.75,0.08,0.91,0.91,0.17
20.10.2012,2.52,0.86,1.87,0.11,0.95,0.95,0.18
21.10.2012,2.72,0.81,1.78,0.08,0.91,0.91,0.17
22.10.2012,2.52,0.78,1.71,0.07,0.9,0.9,0.17
23.10.2012,2.52,0.81,1.75,0.08,0.93,0.93,0.17
24.10.2012,2.72,0.77,1.88,0.08,1,1,0.17
25.10.2012,2.72,0.74,1.83,0.08,0.96,0.96,0.17
26.10.2012,2.95,0.77,1.8,0.09,1.01,1.01,0.17
27.10.2012,4.02,1,2.05,0.14,1.06,1.06,0.19
28.10.2012,3.73,0.98,2.07,0.14,1.16,1.16,0.21
29.10.2012,3.45,0.93,1.93,0.13,1.06,1.06,0.21
30.10.2012,3.45,0.99,1.92,0.13,1.07,1.07,0.21
31.10.2012,4.97,1.32,2.32,0.21,1.39,1.39,0.41
01.11.2012,6.04,1.46,2.93,0.34,1.7,1.7,0.47
02.11.2012,6.79,1.69,2.7,0.31,1.46,1.46,0.41
03.11.2012,10.3,3.13,3.69,0.46,2.15,2.15,0.76
04.11.2012,17.3,5.67,5.8,0.74,3.72,3.72,1.49
05.11.2012,15.1,4.28,5.61,0.78,3.32,3.32,1.16
06.11.2012,21.4,7.11,8.53,1.21,5.07,5.07,1.89
07.11.2012,18.5,5.39,6.44,1.09,3.42,3.42,1.12
08.11.2012,14.5,4.59,5.07,0.74,2.93,2.93,1.07
09.11.2012,11.4,3.63,3.96,0.58,2.18,2.18,0.7
10.11.2012,9.4,3.11,3.38,0.49,1.77,1.77,0.56
11.11.2012,9.85,3.3,3.67,0.49,2.06,2.06,0.78
12.11.2012,11.9,3.29,4.79,0.83,2.6,2.6,0.8
13.11.2012,9.4,2.53,3.8,0.64,1.92,1.92,0.56
14.11.2012,7.61,2.19,3.22,0.5,1.6,1.6,0.49
15.11.2012,7.2,2.06,2.98,0.43,1.49,1.49,0.44
16.11.2012,6.41,1.91,2.83,0.4,1.4,1.4,0.41
17.11.2012,6.41,1.78,2.71,0.36,1.34,1.34,0.39
18.11.2012,6.04,1.69,2.64,0.34,1.33,1.33,0.39
19.11.2012,5.67,1.61,2.3,0.31,1.25,1.25,0.34
20.11.2012,4.64,1.5,2.03,0.28,1.25,1.25,0.33
21.11.2012,4.64,1.42,1.98,0.25,1.24,1.24,0.32
22.11.2012,4.32,1.35,1.95,0.24,1.18,1.18,0.32
23.11.2012,4.32,1.33,1.89,0.23,1.17,1.17,0.29
24.11.2012,4.02,1.25,1.85,0.21,1.16,1.16,0.29
25.11.2012,4.02,1.22,1.8,0.18,1.16,1.16,0.29
26.11.2012,3.73,1.22,1.78,0.19,1.12,1.12,0.29
27.11.2012,4.02,1.27,1.74,0.17,1.11,1.11,0.29
28.11.2012,4.02,1.27,1.75,0.18,1.11,1.11,0.29
29.11.2012,6.79,1.82,2.3,0.28,1.39,1.39,0.36
30.11.2012,8.06,1.81,2.69,0.37,1.53,1.53,0.39
01.12.2012,6.79,1.57,2.44,0.35,1.33,1.33,0.36
02.12.2012,5.67,1.45,2.28,0.34,1.26,1.26,0.33
03.12.2012,5.31,1.41,2.17,0.33,1.23,1.23,0.32
04.12.2012,4.97,1.48,2.26,0.32,1.29,1.29,0.34
05.12.2012,5.31,1.56,2.51,0.32,1.36,1.36,0.35
06.12.2012,4.97,1.44,2.5,0.32,1.36,1.36,0.35
07.12.2012,4.64,1.47,2.36,0.32,1.3,1.3,0.35
08.12.2012,3.73,1.3,1.88,0.32,1.26,1.26,0.35
09.12.2012,4.32,1.36,2.13,0.32,1.26,1.26,0.34
10.12.2012,4.97,1.46,2.23,0.32,1.26,1.26,0.34
11.12.2012,4.97,1.51,2.32,0.32,1.26,1.26,0.34
12.12.2012,4.32,1.46,2.13,0.32,1.26,1.26,0.34
13.12.2012,4.32,1.44,2.2,0.32,1.25,1.25,0.33
14.12.2012,4.64,1.46,2.26,0.31,1.27,1.27,0.33
15.12.2012,8.51,3.72,2.87,0.35,1.88,1.88,1.26
16.12.2012,27.5,10.43,10.97,1.22,7.33,7.33,4.83
17.12.2012,46.1,15.24,20.18,4.26,12.27,12.27,4.66
18.12.2012,46.1,14.42,18.36,5.63,9.3,9.3,3.2
19.12.2012,38.4,11.67,15.99,5.43,7.49,7.49,2.07
20.12.2012,28.7,9.05,12.34,4.25,5.2,5.2,1.46
21.12.2012,23.1,7.34,9.74,3.21,4.12,4.12,1.12
22.12.2012,19,6.3,7.97,2.34,3.6,3.6,1.01
23.12.2012,41.5,13.64,18.45,6.31,10.09,10.09,6.62
24.12.2012,81.1,22.2,39.56,15.13,22.84,22.84,6.17
25.12.2012,51.8,14.42,22.21,9.18,10.73,10.73,2.59
26.12.2012,39.2,11.64,16.78,6.9,7.81,7.81,2.1
27.12.2012,39.2,13.25,16.54,5.87,8.35,8.35,2.98
28.12.2012,56.8,19.07,24.52,7.82,14.83,14.83,6.12
29.12.2012,45.3,13.77,19.05,6.79,9.75,9.75,2.6
30.12.2012,34.1,11.12,14.94,5.18,7.35,7.35,2.1
31.12.2012,30,9.59,13.71,4.43,6.95,6.95,1.91
01.01.2013,25.5,7.89,11.97,3.45,5.86,5.86,1.56
02.01.2013,23.1,7.29,11.07,2.82,5.32,5.32,1.38
03.01.2013,20.8,6.39,10.25,2.28,4.86,4.86,1.28
04.01.2013,20.2,6.18,10.54,2.12,4.99,4.99,1.41
05.01.2013,39.9,10.71,20.5,5.18,11.86,11.86,3.89
06.01.2013,39.9,9.26,20.6,6.9,9.88,9.88,2.46
07.01.2013,39.9,9.52,20.16,6.9,9.85,9.85,2.54
08.01.2013,35.6,8.39,18.36,6.5,8.22,8.22,1.94
09.01.2013,32,7.96,17.08,5.85,8.04,8.04,2.06
10.01.2013,30,7.45,16.57,5.59,7.78,7.78,1.87
11.01.2013,28.1,6.77,15.61,4.89,7.48,7.48,1.59
12.01.2013,23.7,5.73,13.63,3.93,6.44,6.44,1.3
13.01.2013,21.4,4.95,11.66,3.21,5.73,5.73,1.11
14.01.2013,19.6,4.51,10.62,2.6,5.34,5.34,1.01
15.01.2013,17.9,4.13,9.81,2.16,5.18,5.18,0.94
16.01.2013,16.2,3.75,9.02,1.87,4.78,4.78,0.88
17.01.2013,15.1,3.44,8.19,1.66,4.31,4.31,0.83
18.01.2013,13.5,3.02,7.41,1.54,3.8,3.8,0.78
19.01.2013,11.9,2.8,6.65,1.42,3.42,3.42,0.77
20.01.2013,11.4,2.61,6.3,1.29,3.08,3.08,0.74
21.01.2013,10.9,2.43,6.07,1.19,3.05,3.05,0.71
22.01.2013,9.85,2.27,5.7,1.1,2.71,2.71,0.67
23.01.2013,8.95,2.13,5.31,1.01,2.63,2.63,0.63
24.01.2013,8.51,1.97,4.94,0.93,2.39,2.39,0.61
25.01.2013,6.79,1.8,4.47,0.86,2.31,2.31,0.57
26.01.2013,6.04,1.7,4.39,0.83,2.1,2.1,0.57
27.01.2013,6.04,1.68,4.35,0.81,2.06,2.06,0.55
28.01.2013,6.41,1.7,4.29,0.78,2.05,2.05,0.55
29.01.2013,10.3,3.52,5.52,0.89,3.1,3.1,1.52
30.01.2013,39.9,14.64,19.44,4.9,13.43,13.43,9.91
31.01.2013,62.7,17.23,29.76,6.65,20.44,20.44,6.71
01.02.2013,44.5,13.67,18.85,5.13,10.45,10.45,3.27
02.02.2013,40.7,12.95,17.35,4.51,9.98,9.98,3.41
03.02.2013,33.4,9.88,14.92,3.77,7.7,7.7,2.07
04.02.2013,29.4,8.76,13.13,2.99,6.62,6.62,1.84
05.02.2013,32.7,9.61,15.04,3.3,8.31,8.31,2.68
06.02.2013,34.1,8.67,16.21,4.26,8.61,8.61,2.3
07.02.2013,28.1,7.21,13.6,3.31,6.67,6.67,1.68
08.02.2013,24.3,6.33,11.66,2.55,5.78,5.78,1.39
09.02.2013,22.5,5.68,10.7,2.14,5.4,5.4,1.26
10.02.2013,20.8,5.05,9.94,1.86,5.1,5.1,1.15
11.02.2013,19.6,4.53,9.13,1.64,4.77,4.77,1.07
12.02.2013,17.9,4.17,8.72,1.45,4.5,4.5,1
13.02.2013,15.6,3.74,8.02,1.29,4.24,4.24,0.92
14.02.2013,14.5,3.45,7.59,1.2,4.06,4.06,0.89
15.02.2013,14,3.24,7.34,1.12,3.98,3.98,0.87
16.02.2013,13.5,3.05,7.07,1.04,3.72,3.72,0.84
17.02.2013,12.9,2.95,6.83,0.98,3.73,3.73,0.81
18.02.2013,12.9,2.79,6.65,0.95,3.74,3.74,0.8
19.02.2013,12.4,2.72,6.61,0.92,3.75,3.75,0.77
20.02.2013,12.4,2.63,6.44,0.9,3.52,3.52,0.75
21.02.2013,11.4,2.44,6.22,0.87,3.41,3.41,0.73
22.02.2013,10.9,2.32,5.67,0.84,3.37,3.37,0.7
23.02.2013,10.3,2.16,5.71,0.81,3.27,3.27,0.67
24.02.2013,10.9,2.39,5.77,0.78,3.38,3.38,0.69
25.02.2013,10.3,2.28,5.59,0.75,3.1,3.1,0.66
26.02.2013,9.85,2.12,5.42,0.72,3.1,3.1,0.65
27.02.2013,9.4,2.07,5.26,0.69,3.11,3.11,0.63
28.02.2013,9.4,2.01,5.23,0.68,3.12,3.12,0.63
01.03.2013,9.4,2.01,5.2,0.67,3.13,3.13,0.63
02.03.2013,9.4,2.02,5.17,0.66,3.1,3.1,0.63
03.03.2013,9.4,1.97,5.02,0.65,2.94,2.94,0.63
04.03.2013,9.4,1.95,4.73,0.63,2.59,2.59,0.61
05.03.2013,8.51,2.05,4.33,0.62,2.47,2.47,0.64
06.03.2013,9.4,2.23,4.76,0.75,2.6,2.6,0.7
07.03.2013,11.4,2.53,5.92,1.05,3.07,3.07,0.88
08.03.2013,19,3.99,9.55,2.25,5.09,5.09,1.78
09.03.2013,34.8,7.23,15.36,5.39,7.85,7.85,2.8
10.03.2013,38.4,8.81,15.24,5.51,7.56,7.56,2.67
11.03.2013,38.4,9.24,14.07,5.08,6.87,6.87,1.97
12.03.2013,28.7,7.08,10.79,3.73,4.89,4.89,1.23
13.03.2013,24.3,6.19,9.32,2.72,4.34,4.34,1.13
14.03.2013,21.4,5.43,8.39,2.14,3.98,3.98,0.98
15.03.2013,19.6,4.84,7.71,1.84,3.65,3.65,0.93
16.03.2013,17.3,4.3,7.38,1.64,3.44,3.44,0.89
17.03.2013,16.8,3.82,7.06,1.48,3.3,3.3,0.81
18.03.2013,16.2,3.68,6.89,1.36,3.32,3.32,0.82
19.03.2013,16.2,3.6,6.95,1.33,3.43,3.43,0.81
20.03.2013,16.8,3.78,7.4,1.32,3.81,3.81,0.98
21.03.2013,23.1,4.94,10.35,2.25,5.32,5.32,1.47
22.03.2013,19,3.79,8.51,1.76,4.28,4.28,1.1
23.03.2013,16.2,3.25,7.13,1.36,3.8,3.8,0.94
24.03.2013,14,3.01,6.22,1.14,3.42,3.42,0.78
25.03.2013,12.9,2.84,5.74,0.99,3.16,3.16,0.71
26.03.2013,11.9,2.64,5.49,0.93,3,3,0.69
27.03.2013,11.4,2.36,5.29,0.89,2.75,2.75,0.68
28.03.2013,10.3,2.28,5.29,0.86,2.7,2.7,0.66
29.03.2013,10.9,2.36,5.64,0.85,2.87,2.87,0.69
30.03.2013,10.9,2.26,5.39,0.86,2.99,2.99,0.7
31.03.2013,10.9,2.22,5.46,0.84,2.99,2.99,0.71
01.04.2013,9.85,2.11,5.19,0.8,2.72,2.72,0.67
02.04.2013,9.85,2.04,5.11,0.77,2.73,2.73,0.65
03.04.2013,9.4,1.95,4.79,0.74,2.7,2.7,0.64
04.04.2013,8.95,1.89,4.68,0.7,2.53,2.53,0.62
05.04.2013,8.51,1.85,4.6,0.68,2.44,2.44,0.62
06.04.2013,8.51,1.79,4.52,0.65,2.45,2.45,0.6
07.04.2013,8.06,1.78,4.52,0.64,2.49,2.49,0.63
08.04.2013,9.4,2.26,5.1,0.8,2.89,2.89,0.81
09.04.2013,11.4,2.83,5.81,0.94,3.24,3.24,0.99
10.04.2013,20.2,6.02,8.79,1.65,5.19,5.19,2.12
11.04.2013,25.5,7.78,10.55,2.25,6.04,6.04,2.17
12.04.2013,39.9,13.87,15.14,3.03,9.92,9.92,4.6
13.04.2013,37.7,12.53,14.56,3.75,8.38,8.38,2.06
14.04.2013,28.7,9.53,10.7,2.59,5.68,5.68,1.47
15.04.2013,24.3,7.92,9.28,2.07,4.91,4.91,1.25
16.04.2013,21.9,6.81,8.54,1.72,4.57,4.57,1.14
17.04.2013,20.2,5.95,8.47,1.52,4.51,4.51,1.11
18.04.2013,18.5,5.22,7.94,1.3,4.12,4.12,1
19.04.2013,16.2,4.53,7.32,1.13,3.77,3.77,0.94
20.04.2013,15.1,4.1,6.95,1.09,3.75,3.75,0.92
21.04.2013,14,3.7,6.59,1.03,3.48,3.48,0.87
22.04.2013,12.4,3.38,6.09,0.92,3.21,3.21,0.8
23.04.2013,11.4,3.08,5.56,0.83,2.99,2.99,0.75
24.04.2013,10.9,2.77,5.2,0.72,2.74,2.74,0.71
25.04.2013,9.85,2.51,4.97,0.65,2.63,2.63,0.66
26.04.2013,9.4,2.38,4.76,0.6,2.61,2.61,0.65
27.04.2013,11.4,3.08,4.97,0.57,2.76,2.76,0.67
28.04.2013,16.2,4.96,5.15,0.66,2.88,2.88,0.69
29.04.2013,11.9,3.11,4.9,0.63,2.57,2.57,0.66
30.04.2013,11.4,2.99,4.8,0.64,2.53,2.53,0.64
01.05.2013,12.4,3.2,5.08,0.71,2.72,2.72,0.66
02.05.2013,10.9,2.73,4.74,0.62,2.47,2.47,0.63
03.05.2013,9.85,2.58,4.47,0.57,2.45,2.45,0.62
04.05.2013,10.9,2.89,4.47,0.53,2.43,2.43,0.63
05.05.2013,9.85,2.72,4.35,0.48,2.25,2.25,0.6
06.05.2013,8.51,2.34,3.97,0.41,2.1,2.1,0.55
07.05.2013,13.5,5.2,3.92,0.36,2.05,2.05,0.66
08.05.2013,15.1,5.46,4.44,0.54,2.35,2.35,0.71
09.05.2013,11.9,3.96,4.13,0.59,2.04,2.04,0.6
10.05.2013,11.4,3.61,4.08,0.51,2.01,2.01,0.6
11.05.2013,10.3,3.11,3.97,0.48,1.89,1.89,0.57
12.05.2013,9.4,2.81,3.6,0.37,1.73,1.73,0.57
13.05.2013,8.95,2.63,3.47,0.32,1.71,1.71,0.55
14.05.2013,8.95,2.54,3.43,0.31,1.69,1.69,0.54
15.05.2013,7.61,2.29,3.22,0.28,1.55,1.55,0.51
16.05.2013,7.61,2.32,3.07,0.24,1.42,1.42,0.49
17.05.2013,7.2,2.08,3.67,0.26,1.65,1.65,0.5
18.05.2013,25.5,5.64,14.47,1.8,6.59,6.59,2.05
19.05.2013,21.9,3.88,10.44,1.56,3.66,3.66,1.06
20.05.2013,27.5,7.16,12.4,2.17,5.49,5.49,2.19
21.05.2013,19.6,4.43,8.28,1.48,2.66,2.66,0.92
22.05.2013,16.8,4.61,6.29,0.94,2.28,2.28,0.9
23.05.2013,16.8,4.3,6.78,1.07,2.37,2.37,0.9
24.05.2013,14.5,3.77,5.75,0.8,1.97,1.97,0.81
25.05.2013,12.9,3.44,5.3,0.65,1.73,1.73,0.76
26.05.2013,20.8,6.13,8,1.14,2.79,2.79,1.41
27.05.2013,36.3,10.55,15.49,4.22,6.49,6.49,3.76
28.05.2013,31.4,8.48,15.11,4.88,4.94,4.94,1.92
29.05.2013,24.3,7.16,10.77,2.59,2.85,2.85,1.48
30.05.2013,21.4,6.46,10.21,1.86,2.83,2.83,1.43
31.05.2013,57.6,18.54,24.35,6.82,12.72,12.72,8.66
01.06.2013,97.5,23.64,47.69,21.03,21.59,21.59,5.19
02.06.2013,91.5,21.35,52.78,31.25,19.92,19.92,3.69
03.06.2013,130,26.21,71.44,29.99,30.19,30.19,6.68
04.06.2013,95.4,19.04,46.28,18.07,20.95,20.95,3.49
05.06.2013,66.2,13.23,29.6,12.16,13.53,13.53,2.45
06.06.2013,48.5,10.06,21.78,8.39,9.14,9.14,2
07.06.2013,39.2,8.19,18.55,6.5,7.06,7.06,1.72
08.06.2013,33.4,6.93,16.36,5.9,5.81,5.81,1.57
09.06.2013,30.7,6.31,16.8,6.42,6.16,6.16,1.82
10.06.2013,34.1,5.92,19.91,9.18,7.63,7.63,1.92
11.06.2013,30,5.13,17.61,6.91,6.44,6.44,1.65
12.06.2013,24.9,4.3,14.17,5.81,4.4,4.4,1.27
13.06.2013,21.9,3.72,11.76,3.54,3.55,3.55,1.1
14.06.2013,20.2,3.72,10.77,2.54,3.31,3.31,1.06
15.06.2013,17.9,3.17,10,2.4,2.98,2.98,0.97
16.06.2013,15.6,2.81,8.96,1.85,2.7,2.7,0.91
17.06.2013,14,2.58,8.04,1.51,2.4,2.4,0.84
18.06.2013,12.9,2.42,7.36,1.28,2.24,2.24,0.76
19.06.2013,11.4,2.21,6.65,1.1,2.04,2.04,0.71
20.06.2013,12.4,2.41,9.85,1.05,2.56,2.56,1.44
21.06.2013,34.1,6.18,21.22,8.1,11.9,11.9,5.52
22.06.2013,28.1,2.97,16.17,5.8,5.38,5.38,1.39
23.06.2013,17.3,2.35,9.86,2.12,2.7,2.7,1.08
24.06.2013,14,2.15,8.1,1.51,2.3,2.3,0.96
25.06.2013,13.5,2.16,7.42,1.34,2.27,2.27,0.97
26.06.2013,12.9,2.05,7.41,1.47,2.25,2.25,0.91
27.06.2013,11.9,1.91,6.78,1.23,2.08,2.08,0.83
28.06.2013,10.9,1.83,6.27,1.06,1.95,1.95,0.77
29.06.2013,10.3,1.91,5.99,0.95,1.89,1.89,0.75
30.06.2013,10.3,1.88,6.14,1.02,1.93,1.93,0.74
01.07.2013,8.95,1.71,5.7,0.87,1.76,1.76,0.69
02.07.2013,8.06,1.6,5.18,0.74,1.66,1.66,0.63
03.07.2013,7.61,1.55,4.89,0.66,1.59,1.59,0.59
04.07.2013,7.2,1.55,4.84,0.64,1.65,1.65,0.6
05.07.2013,7.2,1.47,4.76,0.61,1.56,1.56,0.55
06.07.2013,6.79,1.41,4.48,0.57,1.5,1.5,0.52
07.07.2013,6.04,1.34,4.25,0.51,1.47,1.47,0.5
08.07.2013,5.67,1.33,4.06,0.45,1.42,1.42,0.48
09.07.2013,5.67,1.3,3.88,0.41,1.31,1.31,0.47
10.07.2013,4.97,1.25,3.35,0.38,1.17,1.17,0.46
11.07.2013,5.31,1.2,3.68,0.36,1.39,1.39,0.45
12.07.2013,4.97,1.18,3.64,0.36,1.38,1.38,0.44
13.07.2013,4.97,1.15,3.59,0.34,1.34,1.34,0.42
14.07.2013,4.64,1.13,3.47,0.31,1.32,1.32,0.41
15.07.2013,4.64,1.1,3.38,0.3,1.33,1.33,0.39
16.07.2013,4.32,1.05,3.23,0.29,1.31,1.31,0.38
17.07.2013,4.32,1.05,3.11,0.27,1.26,1.26,0.36
18.07.2013,4.32,1.03,3.1,0.27,1.28,1.28,0.35
19.07.2013,4.32,1,3.04,0.25,1.28,1.28,0.35
20.07.2013,4.32,0.97,3.01,0.24,1.28,1.28,0.34
21.07.2013,4.02,0.95,2.96,0.23,1.29,1.29,0.32
22.07.2013,4.02,0.99,2.88,0.22,1.28,1.28,0.32
23.07.2013,3.73,0.95,2.71,0.21,1.27,1.27,0.31
24.07.2013,3.73,0.94,3.2,0.24,1.35,1.35,0.31
25.07.2013,7.61,1.06,4.46,0.82,1.61,1.61,0.34
26.07.2013,4.97,0.97,3.23,0.33,1.39,1.39,0.31
27.07.2013,4.02,0.88,2.87,0.26,1.35,1.35,0.29
28.07.2013,3.73,0.83,2.8,0.23,1.31,1.31,0.28
29.07.2013,14.5,2.78,8.26,0.58,3.51,3.51,1.16
30.07.2013,10.3,1.57,4.97,0.45,2.1,2.1,0.54
31.07.2013,6.04,1.22,3.45,0.32,1.7,1.7,0.45
01.08.2013,4.97,1.06,3.06,0.28,1.56,1.56,0.39
02.08.2013,4.32,0.95,2.78,0.25,1.48,1.48,0.34
03.08.2013,4.02,0.89,2.6,0.23,1.42,1.42,0.32
04.08.2013,3.73,0.89,2.48,0.21,1.37,1.37,0.31
05.08.2013,3.73,0.9,2.63,0.22,1.51,1.51,0.33
06.08.2013,3.73,0.94,2.77,0.21,1.5,1.5,0.3
07.08.2013,6.41,1.17,4.21,0.47,2.12,2.12,0.34
08.08.2013,4.97,0.92,3.14,0.4,1.57,1.57,0.3
09.08.2013,4.64,1.07,3.15,0.25,1.69,1.69,0.36
10.08.2013,6.04,1.08,3.52,0.25,1.84,1.84,0.37
11.08.2013,4.97,0.9,2.83,0.22,1.53,1.53,0.31
12.08.2013,4.02,0.84,2.61,0.17,1.44,1.44,0.29
13.08.2013,4.02,0.92,2.55,0.16,1.43,1.43,0.28
14.08.2013,3.73,0.89,2.43,0.15,1.43,1.43,0.28
15.08.2013,3.45,0.8,2.3,0.15,1.35,1.35,0.28
16.08.2013,3.19,0.71,2.26,0.14,1.39,1.39,0.27
17.08.2013,2.95,0.73,2.16,0.13,1.37,1.37,0.26
18.08.2013,2.95,0.72,2.12,0.12,1.37,1.37,0.26
19.08.2013,3.19,0.94,2.46,0.13,1.56,1.56,0.34
20.08.2013,5.67,1.08,3.1,0.18,1.91,1.91,0.37
21.08.2013,4.02,0.8,2.46,0.15,1.54,1.54,0.3
22.08.2013,3.45,0.83,2.35,0.13,1.5,1.5,0.29
23.08.2013,2.95,0.67,2.23,0.12,1.48,1.48,0.28
24.08.2013,2.95,0.72,2.16,0.12,1.47,1.47,0.27
25.08.2013,2.95,0.84,2.2,0.12,1.5,1.5,0.27
26.08.2013,6.04,1.53,3.1,0.17,1.99,1.99,0.42
27.08.2013,4.64,1.03,2.8,0.19,1.81,1.81,0.33
28.08.2013,4.02,0.87,2.42,0.16,1.67,1.67,0.3
29.08.2013,3.45,0.81,2.23,0.14,1.56,1.56,0.28
30.08.2013,3.19,0.77,2.15,0.13,1.56,1.56,0.27
31.08.2013,3.19,0.71,2.15,0.13,1.57,1.57,0.26
01.09.2013,2.95,0.72,2.11,0.12,1.58,1.58,0.25
02.09.2013,2.95,0.74,2.11,0.12,1.59,1.59,0.25
03.09.2013,2.95,0.72,2.3,0.11,1.89,1.89,0.25
04.09.2013,3.19,0.72,2.5,0.11,1.92,1.92,0.25
05.09.2013,2.95,0.71,1.84,0.11,1.32,1.32,0.24
06.09.2013,2.52,0.69,1.87,0.1,1.57,1.57,0.23
07.09.2013,2.95,0.65,2.39,0.09,1.99,1.99,0.22
08.09.2013,3.19,0.66,2.43,0.1,2,2,0.21
09.09.2013,10.3,2.09,5.29,0.3,3.2,3.2,0.46
10.09.2013,7.61,1.17,4.12,0.24,2.7,2.7,0.33
11.09.2013,5.67,1.06,3.39,0.16,2.62,2.62,0.3
12.09.2013,10.3,2.65,5.11,0.33,3.55,3.55,0.64
13.09.2013,9.85,1.75,5.31,0.36,3.41,3.41,0.61
14.09.2013,6.79,1.25,4.2,0.24,3,3,0.46
15.09.2013,6.79,1.32,4,0.24,2.96,2.96,0.49
16.09.2013,7.2,1.44,4.29,0.23,3.25,3.25,0.58
17.09.2013,11.4,2.25,6.63,0.56,4.44,4.44,1.16
18.09.2013,10.9,2.03,5.79,0.47,3.91,3.91,1.21
19.09.2013,15.6,2.95,9.2,1,5.85,5.85,1.62
20.09.2013,11.9,1.88,6.41,0.6,4.09,4.09,1.02
21.09.2013,9.4,1.89,5.46,0.46,3.77,3.77,0.95
22.09.2013,8.06,1.49,4.74,0.34,3.31,3.31,0.71
23.09.2013,6.41,1.31,3.77,0.28,2.6,2.6,0.57
24.09.2013,5.31,1.22,3.07,0.26,2.12,2.12,0.51
25.09.2013,4.64,1.14,2.66,0.24,1.7,1.7,0.47
26.09.2013,4.02,1.07,2.22,0.23,1.34,1.34,0.45
27.09.2013,3.73,1.04,2.07,0.21,1.25,1.25,0.42
28.09.2013,3.45,0.97,1.97,0.19,1.23,1.23,0.39
29.09.2013,3.19,0.96,1.86,0.19,1.12,1.12,0.39
30.09.2013,3.19,0.93,1.76,0.18,1.09,1.09,0.36
01.10.2013,2.95,0.91,1.69,0.17,1.04,1.04,0.36
02.10.2013,2.72,0.88,1.66,0.17,1.04,1.04,0.36
03.10.2013,2.95,0.95,1.73,0.17,1.11,1.11,0.4
04.10.2013,2.95,0.88,1.69,0.16,1.01,1.01,0.34
05.10.2013,2.72,0.9,1.62,0.16,0.99,0.99,0.36
06.10.2013,2.95,0.93,1.71,0.16,1.02,1.02,0.36
07.10.2013,2.95,0.86,1.62,0.16,1.02,1.02,0.34
08.10.2013,2.95,0.83,1.63,0.16,1.03,1.03,0.33
09.10.2013,2.95,0.81,1.61,0.16,1,1,0.33
10.10.2013,4.32,1.47,1.98,0.19,1.25,1.25,0.44
11.10.2013,7.61,1.7,3.43,0.45,2.02,2.02,0.77
12.10.2013,9.85,1.63,4.72,0.89,2.45,2.45,0.79
13.10.2013,6.41,1.19,3.1,0.47,1.62,1.62,0.53
14.10.2013,4.64,1.06,2.61,0.32,1.31,1.31,0.47
15.10.2013,5.67,1.31,2.62,0.33,1.46,1.46,0.59
16.10.2013,6.41,1.34,3.45,0.37,2.19,2.19,0.85
17.10.2013,6.04,1.27,2.91,0.33,1.73,1.73,0.6
18.10.2013,7.61,1.97,3.34,0.52,2,2,0.69
19.10.2013,6.79,1.54,3.19,0.46,1.81,1.81,0.59
20.10.2013,5.67,1.32,2.71,0.39,1.69,1.69,0.58
21.10.2013,5.31,1.26,3.02,0.38,1.78,1.78,0.64
